ID: tud1100  COLLEGE: itb  SURNAME: Aburto  	FIRSTNAME: Anjelica 
ID: tud1411  COLLEGE: dit  SURNAME: Farah   	FIRSTNAME: Bart 
ID: tud1412  COLLEGE: dit  SURNAME: Farah   	FIRSTNAME: Bart 
ID: tud1413  COLLEGE: dit  SURNAME: Farah   	FIRSTNAME: Bart 
ID: tud1414  COLLEGE: dit  SURNAME: Farah   	FIRSTNAME: Bart 
ID: tud1415  COLLEGE: itt  SURNAME: farrel  	FIRSTNAME: derek 
ID: tud1416  COLLEGE: itt  SURNAME: farrel  	FIRSTNAME: derek 
ID: tud1417  COLLEGE: itt  SURNAME: farrel  	FIRSTNAME: derek 
ID: tud1418  COLLEGE: itt  SURNAME: farrel  	FIRSTNAME: derek 
ID: tud1419  COLLEGE: itt  SURNAME: farrel  	FIRSTNAME: derek 
ID: tud1420  COLLEGE: itt  SURNAME: Fehrenbach 	FIRSTNAME: Quinton 
ID: tud1421  COLLEGE: itt  SURNAME: Fehrenbach 	FIRSTNAME: Quinton 
ID: tud1422  COLLEGE: itt  SURNAME: Fehrenbach 	FIRSTNAME: Quinton 
ID: tud1423  COLLEGE: itt  SURNAME: Fehrenbach 	FIRSTNAME: Quinton 
ID: tud1424  COLLEGE: itt  SURNAME: Fehrenbach 	FIRSTNAME: Quinton 
ID: tud1425  COLLEGE: itb  SURNAME: Filippi 	FIRSTNAME: Felisha 
ID: tud1426  COLLEGE: itb  SURNAME: Filippi 	FIRSTNAME: Felisha 
ID: tud1427  COLLEGE: itb  SURNAME: Filippi 	FIRSTNAME: Felisha 
ID: tud1428  COLLEGE: itb  SURNAME: Filippi 	FIRSTNAME: Felisha 
ID: tud1429  COLLEGE: itb  SURNAME: Filippi 	FIRSTNAME: Felisha 
ID: tud1430  COLLEGE: itt  SURNAME: Finan   	FIRSTNAME: Misti 
ID: tud1431  COLLEGE: itt  SURNAME: Finan   	FIRSTNAME: Misti 
ID: tud1432  COLLEGE: itt  SURNAME: Finan   	FIRSTNAME: Misti 
ID: tud1433  COLLEGE: itt  SURNAME: Finan   	FIRSTNAME: Misti 
ID: tud1434  COLLEGE: itt  SURNAME: Finan   	FIRSTNAME: Misti 
ID: tud1435  COLLEGE: itb  SURNAME: Fitzhugh 	FIRSTNAME: Frieda 
ID: tud1436  COLLEGE: itb  SURNAME: Fitzhugh 	FIRSTNAME: Frieda 
ID: tud1437  COLLEGE: itb  SURNAME: Fitzhugh 	FIRSTNAME: Frieda 
ID: tud1438  COLLEGE: itb  SURNAME: Fitzhugh 	FIRSTNAME: Frieda 
ID: tud1439  COLLEGE: itb  SURNAME: Fitzhugh 	FIRSTNAME: Frieda 
ID: tud1440  COLLEGE: itt  SURNAME: Follett 	FIRSTNAME: Marjorie 
ID: tud1441  COLLEGE: itt  SURNAME: Follett 	FIRSTNAME: Marjorie 
ID: tud1442  COLLEGE: itt  SURNAME: Follett 	FIRSTNAME: Marjorie 
ID: tud1443  COLLEGE: itt  SURNAME: Follett 	FIRSTNAME: Marjorie 
ID: tud1444  COLLEGE: itt  SURNAME: Follett 	FIRSTNAME: Marjorie 
ID: tud1445  COLLEGE: dit  SURNAME: Foye    	FIRSTNAME: Arlen 
ID: tud1446  COLLEGE: dit  SURNAME: Foye    	FIRSTNAME: Arlen 
ID: tud1447  COLLEGE: dit  SURNAME: Foye    	FIRSTNAME: Arlen 
ID: tud1448  COLLEGE: dit  SURNAME: Foye    	FIRSTNAME: Arlen 
ID: tud1449  COLLEGE: dit  SURNAME: Foye    	FIRSTNAME: Arlen 
ID: tud1450  COLLEGE: itb  SURNAME: Fryer   	FIRSTNAME: Freeman 
ID: tud1451  COLLEGE: itb  SURNAME: Fryer   	FIRSTNAME: Freeman 
ID: tud1452  COLLEGE: itb  SURNAME: Fryer   	FIRSTNAME: Freeman 
ID: tud1453  COLLEGE: itb  SURNAME: Fryer   	FIRSTNAME: Freeman 
ID: tud1454  COLLEGE: itb  SURNAME: Fryer   	FIRSTNAME: Freeman 
ID: tud1455  COLLEGE: itt  SURNAME: Fuentes 	FIRSTNAME: Edyth 
ID: tud1456  COLLEGE: itt  SURNAME: Fuentes 	FIRSTNAME: Edyth 
ID: tud1457  COLLEGE: itt  SURNAME: Fuentes 	FIRSTNAME: Edyth 
ID: tud1458  COLLEGE: itt  SURNAME: Fuentes 	FIRSTNAME: Edyth 
ID: tud1459  COLLEGE: itt  SURNAME: Fuentes 	FIRSTNAME: Edyth 
ID: tud1460  COLLEGE: dit  SURNAME: Gamez   	FIRSTNAME: Elissa 
ID: tud1461  COLLEGE: dit  SURNAME: Gamez   	FIRSTNAME: Elissa 
ID: tud1462  COLLEGE: dit  SURNAME: Gamez   	FIRSTNAME: Elissa 
ID: tud1463  COLLEGE: dit  SURNAME: Gamez   	FIRSTNAME: Elissa 
ID: tud1464  COLLEGE: dit  SURNAME: Gamez   	FIRSTNAME: Elissa 
ID: tud1465  COLLEGE: itt  SURNAME: Garling 	FIRSTNAME: Galina 
ID: tud1466  COLLEGE: itt  SURNAME: Garling 	FIRSTNAME: Galina 
ID: tud1467  COLLEGE: itt  SURNAME: Garling 	FIRSTNAME: Galina 
ID: tud1468  COLLEGE: itt  SURNAME: Garling 	FIRSTNAME: Galina 
ID: tud1469  COLLEGE: itt  SURNAME: Garling 	FIRSTNAME: Galina 
ID: tud1470  COLLEGE: dit  SURNAME: Gehling 	FIRSTNAME: Buster 
ID: tud1471  COLLEGE: dit  SURNAME: Gehling 	FIRSTNAME: Buster 
ID: tud1472  COLLEGE: dit  SURNAME: Gehling 	FIRSTNAME: Buster 
ID: tud1473  COLLEGE: dit  SURNAME: Gehling 	FIRSTNAME: Buster 
ID: tud1474  COLLEGE: dit  SURNAME: Gehling 	FIRSTNAME: Buster 
ID: tud1475  COLLEGE: dit  SURNAME: Gerth   	FIRSTNAME: Yuonne 
ID: tud1476  COLLEGE: dit  SURNAME: Gerth   	FIRSTNAME: Yuonne 
ID: tud1477  COLLEGE: dit  SURNAME: Gerth   	FIRSTNAME: Yuonne 
ID: tud1478  COLLEGE: dit  SURNAME: Gerth   	FIRSTNAME: Yuonne 
ID: tud1479  COLLEGE: dit  SURNAME: Gerth   	FIRSTNAME: Yuonne 
ID: tud1480  COLLEGE: itt  SURNAME: Goers   	FIRSTNAME: Karyn 
ID: tud1481  COLLEGE: itt  SURNAME: Goers   	FIRSTNAME: Karyn 
ID: tud1482  COLLEGE: itt  SURNAME: Goers   	FIRSTNAME: Karyn 
ID: tud1483  COLLEGE: itt  SURNAME: Goers   	FIRSTNAME: Karyn 
ID: tud1484  COLLEGE: itt  SURNAME: Goers   	FIRSTNAME: Karyn 
ID: tud1485  COLLEGE: itt  SURNAME: Goldrup 	FIRSTNAME: Ardella 
ID: tud1486  COLLEGE: itt  SURNAME: Goldrup 	FIRSTNAME: Ardella 
ID: tud1487  COLLEGE: itt  SURNAME: Goldrup 	FIRSTNAME: Ardella 
ID: tud1488  COLLEGE: itt  SURNAME: Goldrup 	FIRSTNAME: Ardella 
ID: tud1489  COLLEGE: itt  SURNAME: Goldrup 	FIRSTNAME: Ardella 
ID: tud1490  COLLEGE: dit  SURNAME: Goslin  	FIRSTNAME: Karlene 
ID: tud1491  COLLEGE: dit  SURNAME: Goslin  	FIRSTNAME: Karlene 
ID: tud1492  COLLEGE: dit  SURNAME: Goslin  	FIRSTNAME: Karlene 
ID: tud1493  COLLEGE: dit  SURNAME: Goslin  	FIRSTNAME: Karlene 
ID: tud1494  COLLEGE: dit  SURNAME: Goslin  	FIRSTNAME: Karlene 
ID: tud1495  COLLEGE: itt  SURNAME: Gottschalk 	FIRSTNAME: Felix 
ID: tud1496  COLLEGE: itt  SURNAME: Gottschalk 	FIRSTNAME: Felix 
ID: tud1497  COLLEGE: itt  SURNAME: Gottschalk 	FIRSTNAME: Felix 
ID: tud1498  COLLEGE: itt  SURNAME: Gottschalk 	FIRSTNAME: Felix 
ID: tud1499  COLLEGE: itt  SURNAME: Gottschalk 	FIRSTNAME: Felix 
ID: tud1500  COLLEGE: itt  SURNAME: Granier 	FIRSTNAME: Irma 
ID: tud1501  COLLEGE: itt  SURNAME: Granier 	FIRSTNAME: Irma 
ID: tud1502  COLLEGE: itt  SURNAME: Granier 	FIRSTNAME: Irma 
ID: tud1503  COLLEGE: itt  SURNAME: Granier 	FIRSTNAME: Irma 
ID: tud1504  COLLEGE: itt  SURNAME: Granier 	FIRSTNAME: Irma 
ID: tud1505  COLLEGE: itb  SURNAME: Grignon 	FIRSTNAME: Grazyna 
ID: tud1506  COLLEGE: itb  SURNAME: Grignon 	FIRSTNAME: Grazyna 
ID: tud1507  COLLEGE: itb  SURNAME: Grignon 	FIRSTNAME: Grazyna 
ID: tud1508  COLLEGE: itb  SURNAME: Grignon 	FIRSTNAME: Grazyna 
ID: tud1509  COLLEGE: itb  SURNAME: Grignon 	FIRSTNAME: Grazyna 
ID: tud1510  COLLEGE: itt  SURNAME: Grizzell 	FIRSTNAME: Cornelius 
ID: tud1511  COLLEGE: itt  SURNAME: Grizzell 	FIRSTNAME: Cornelius 
ID: tud1512  COLLEGE: itt  SURNAME: Grizzell 	FIRSTNAME: Cornelius 
ID: tud1513  COLLEGE: itt  SURNAME: Grizzell 	FIRSTNAME: Cornelius 
ID: tud1514  COLLEGE: itt  SURNAME: Grizzell 	FIRSTNAME: Cornelius 
ID: tud1515  COLLEGE: itt  SURNAME: Groover 	FIRSTNAME: Tricia 
ID: tud1516  COLLEGE: itt  SURNAME: Groover 	FIRSTNAME: Tricia 
ID: tud1517  COLLEGE: itt  SURNAME: Groover 	FIRSTNAME: Tricia 
ID: tud1518  COLLEGE: itt  SURNAME: Groover 	FIRSTNAME: Tricia 
ID: tud1519  COLLEGE: itt  SURNAME: Groover 	FIRSTNAME: Tricia 
ID: tud1520  COLLEGE: dit  SURNAME: Gutoski 	FIRSTNAME: Berry 
ID: tud1521  COLLEGE: dit  SURNAME: Gutoski 	FIRSTNAME: Berry 
ID: tud1522  COLLEGE: dit  SURNAME: Gutoski 	FIRSTNAME: Berry 
ID: tud1523  COLLEGE: dit  SURNAME: Gutoski 	FIRSTNAME: Berry 
ID: tud1524  COLLEGE: dit  SURNAME: Gutoski 	FIRSTNAME: Berry 
ID: tud1525  COLLEGE: itt  SURNAME: Hague   	FIRSTNAME: Ezra 
ID: tud1526  COLLEGE: itt  SURNAME: Hague   	FIRSTNAME: Ezra 
ID: tud1527  COLLEGE: itt  SURNAME: Hague   	FIRSTNAME: Ezra 
ID: tud1528  COLLEGE: itt  SURNAME: Hague   	FIRSTNAME: Ezra 
ID: tud1529  COLLEGE: itt  SURNAME: Hague   	FIRSTNAME: Ezra 
ID: tud1530  COLLEGE: dit  SURNAME: Hammons 	FIRSTNAME: Carina 
ID: tud1531  COLLEGE: dit  SURNAME: Hammons 	FIRSTNAME: Carina 
ID: tud1532  COLLEGE: dit  SURNAME: Hammons 	FIRSTNAME: Carina 
ID: tud1533  COLLEGE: dit  SURNAME: Hammons 	FIRSTNAME: Carina 
ID: tud1534  COLLEGE: dit  SURNAME: Hammons 	FIRSTNAME: Carina 
ID: tud1535  COLLEGE: itb  SURNAME: Hannan  	FIRSTNAME: Helena 
ID: tud1536  COLLEGE: itb  SURNAME: Hannan  	FIRSTNAME: Helena 
ID: tud1537  COLLEGE: itb  SURNAME: Hannan  	FIRSTNAME: Helena 
ID: tud1538  COLLEGE: itb  SURNAME: Hannan  	FIRSTNAME: Helena 
ID: tud1539  COLLEGE: itb  SURNAME: Hannan  	FIRSTNAME: Helena 
ID: tud1540  COLLEGE: itb  SURNAME: Hashimoto 	FIRSTNAME: Hong 
ID: tud1541  COLLEGE: itb  SURNAME: Hashimoto 	FIRSTNAME: Hong 
ID: tud1542  COLLEGE: itb  SURNAME: Hashimoto 	FIRSTNAME: Hong 
ID: tud1543  COLLEGE: itb  SURNAME: Hashimoto 	FIRSTNAME: Hong 
ID: tud1544  COLLEGE: itb  SURNAME: Hashimoto 	FIRSTNAME: Hong 
ID: tud1545  COLLEGE: dit  SURNAME: Heavener 	FIRSTNAME: Lorette 
ID: tud1546  COLLEGE: dit  SURNAME: Heavener 	FIRSTNAME: Lorette 
ID: tud1547  COLLEGE: dit  SURNAME: Heavener 	FIRSTNAME: Lorette 
ID: tud1548  COLLEGE: dit  SURNAME: Heavener 	FIRSTNAME: Lorette 
ID: tud1549  COLLEGE: dit  SURNAME: Heavener 	FIRSTNAME: Lorette 
ID: tud1550  COLLEGE: itt  SURNAME: Hensen  	FIRSTNAME: Anette 
ID: tud1551  COLLEGE: itt  SURNAME: Hensen  	FIRSTNAME: Anette 
ID: tud1552  COLLEGE: itt  SURNAME: Hensen  	FIRSTNAME: Anette 
ID: tud1553  COLLEGE: itt  SURNAME: Hensen  	FIRSTNAME: Anette 
ID: tud1554  COLLEGE: itt  SURNAME: Hensen  	FIRSTNAME: Anette 
ID: tud1555  COLLEGE: dit  SURNAME: Herriott 	FIRSTNAME: Kathi 
ID: tud1556  COLLEGE: dit  SURNAME: Herriott 	FIRSTNAME: Kathi 
ID: tud1557  COLLEGE: dit  SURNAME: Herriott 	FIRSTNAME: Kathi 
ID: tud1558  COLLEGE: dit  SURNAME: Herriott 	FIRSTNAME: Kathi 
ID: tud1559  COLLEGE: dit  SURNAME: Herriott 	FIRSTNAME: Kathi 
ID: tud1560  COLLEGE: dit  SURNAME: Hock    	FIRSTNAME: Tama 
ID: tud1561  COLLEGE: dit  SURNAME: Hock    	FIRSTNAME: Tama 
ID: tud1562  COLLEGE: dit  SURNAME: Hock    	FIRSTNAME: Tama 
ID: tud1563  COLLEGE: dit  SURNAME: Hock    	FIRSTNAME: Tama 
ID: tud1564  COLLEGE: dit  SURNAME: Hock    	FIRSTNAME: Tama 
ID: tud1565  COLLEGE: dit  SURNAME: Holmes  	FIRSTNAME: Maxima 
ID: tud1566  COLLEGE: dit  SURNAME: Holmes  	FIRSTNAME: Maxima 
ID: tud1567  COLLEGE: dit  SURNAME: Holmes  	FIRSTNAME: Maxima 
ID: tud1568  COLLEGE: dit  SURNAME: Holmes  	FIRSTNAME: Maxima 
ID: tud1569  COLLEGE: dit  SURNAME: Holmes  	FIRSTNAME: Maxima 
ID: tud1570  COLLEGE: itt  SURNAME: Holtzclaw 	FIRSTNAME: Jacque 
ID: tud1571  COLLEGE: itt  SURNAME: Holtzclaw 	FIRSTNAME: Jacque 
ID: tud1572  COLLEGE: itt  SURNAME: Holtzclaw 	FIRSTNAME: Jacque 
ID: tud1573  COLLEGE: itt  SURNAME: Holtzclaw 	FIRSTNAME: Jacque 
ID: tud1574  COLLEGE: itt  SURNAME: Holtzclaw 	FIRSTNAME: Jacque 
ID: tud1575  COLLEGE: itt  SURNAME: Horn    	FIRSTNAME: Nora 
ID: tud1576  COLLEGE: itt  SURNAME: Horn    	FIRSTNAME: Nora 
ID: tud1577  COLLEGE: itt  SURNAME: Horn    	FIRSTNAME: Nora 
ID: tud1578  COLLEGE: itt  SURNAME: Horn    	FIRSTNAME: Nora 
ID: tud1579  COLLEGE: itt  SURNAME: Horn    	FIRSTNAME: Nora 
ID: tud1580  COLLEGE: itt  SURNAME: Hornstein 	FIRSTNAME: Amiee 
ID: tud1581  COLLEGE: itt  SURNAME: Hornstein 	FIRSTNAME: Amiee 
ID: tud1582  COLLEGE: itt  SURNAME: Hornstein 	FIRSTNAME: Amiee 
ID: tud1583  COLLEGE: itt  SURNAME: Hornstein 	FIRSTNAME: Amiee 
ID: tud1584  COLLEGE: itt  SURNAME: Hornstein 	FIRSTNAME: Amiee 
ID: tud1585  COLLEGE: itt  SURNAME: Huffine 	FIRSTNAME: Madison 
ID: tud1586  COLLEGE: itt  SURNAME: Huffine 	FIRSTNAME: Madison 
ID: tud1587  COLLEGE: itt  SURNAME: Huffine 	FIRSTNAME: Madison 
ID: tud1588  COLLEGE: itt  SURNAME: Huffine 	FIRSTNAME: Madison 
ID: tud1589  COLLEGE: itt  SURNAME: Huffine 	FIRSTNAME: Madison 
ID: tud1590  COLLEGE: itt  SURNAME: Humfeld 	FIRSTNAME: Audra 
ID: tud1591  COLLEGE: itt  SURNAME: Humfeld 	FIRSTNAME: Audra 
ID: tud1592  COLLEGE: itt  SURNAME: Humfeld 	FIRSTNAME: Audra 
ID: tud1593  COLLEGE: itt  SURNAME: Humfeld 	FIRSTNAME: Audra 
ID: tud1594  COLLEGE: itt  SURNAME: Humfeld 	FIRSTNAME: Audra 
ID: tud1595  COLLEGE: itt  SURNAME: Hunnicutt 	FIRSTNAME: Dwain 
ID: tud1596  COLLEGE: itt  SURNAME: Hunnicutt 	FIRSTNAME: Dwain 
ID: tud1597  COLLEGE: itt  SURNAME: Hunnicutt 	FIRSTNAME: Dwain 
ID: tud1598  COLLEGE: itt  SURNAME: Hunnicutt 	FIRSTNAME: Dwain 
ID: tud1599  COLLEGE: itt  SURNAME: Hunnicutt 	FIRSTNAME: Dwain 
ID: tud1600  COLLEGE: itt  SURNAME: Hutcheson 	FIRSTNAME: Patti 
ID: tud1601  COLLEGE: itt  SURNAME: Hutcheson 	FIRSTNAME: Patti 
ID: tud1602  COLLEGE: itt  SURNAME: Hutcheson 	FIRSTNAME: Patti 
ID: tud1603  COLLEGE: itt  SURNAME: Hutcheson 	FIRSTNAME: Patti 
ID: tud1604  COLLEGE: itt  SURNAME: Hutcheson 	FIRSTNAME: Patti 
ID: tud1605  COLLEGE: itb  SURNAME: Iler    	FIRSTNAME: Issac 
ID: tud1606  COLLEGE: itb  SURNAME: Iler    	FIRSTNAME: Issac 
ID: tud1607  COLLEGE: itb  SURNAME: Iler    	FIRSTNAME: Issac 
ID: tud1608  COLLEGE: itb  SURNAME: Iler    	FIRSTNAME: Issac 
ID: tud1609  COLLEGE: itb  SURNAME: Iler    	FIRSTNAME: Issac 
ID: tud1610  COLLEGE: itb  SURNAME: Imondi  	FIRSTNAME: Lili 
ID: tud1611  COLLEGE: itb  SURNAME: Imondi  	FIRSTNAME: Lili 
ID: tud1612  COLLEGE: itb  SURNAME: Imondi  	FIRSTNAME: Lili 
ID: tud1613  COLLEGE: itb  SURNAME: Imondi  	FIRSTNAME: Lili 
ID: tud1614  COLLEGE: itb  SURNAME: Imondi  	FIRSTNAME: Lili 
ID: tud1615  COLLEGE: itb  SURNAME: Ishikawa 	FIRSTNAME: Irwin 
ID: tud1616  COLLEGE: itb  SURNAME: Ishikawa 	FIRSTNAME: Irwin 
ID: tud1617  COLLEGE: itb  SURNAME: Ishikawa 	FIRSTNAME: Irwin 
ID: tud1618  COLLEGE: itb  SURNAME: Ishikawa 	FIRSTNAME: Irwin 
ID: tud1619  COLLEGE: itb  SURNAME: Ishikawa 	FIRSTNAME: Irwin 
ID: tud1620  COLLEGE: itb  SURNAME: jackson 	FIRSTNAME: Anna 
ID: tud1621  COLLEGE: itb  SURNAME: jackson 	FIRSTNAME: Anna 
ID: tud1622  COLLEGE: itb  SURNAME: jackson 	FIRSTNAME: Anna 
ID: tud1623  COLLEGE: itb  SURNAME: jackson 	FIRSTNAME: Anna 
ID: tud1624  COLLEGE: itb  SURNAME: jackson 	FIRSTNAME: Anna 
ID: tud1625  COLLEGE: dit  SURNAME: Jackson 	FIRSTNAME: Peter 
ID: tud1626  COLLEGE: dit  SURNAME: Jackson 	FIRSTNAME: Peter 
ID: tud1627  COLLEGE: dit  SURNAME: Jackson 	FIRSTNAME: Peter 
ID: tud1628  COLLEGE: dit  SURNAME: Jackson 	FIRSTNAME: Peter 
ID: tud1629  COLLEGE: dit  SURNAME: Jackson 	FIRSTNAME: Peter 
ID: tud1630  COLLEGE: dit  SURNAME: Jeppson 	FIRSTNAME: Pamelia 
ID: tud1631  COLLEGE: dit  SURNAME: Jeppson 	FIRSTNAME: Pamelia 
ID: tud1632  COLLEGE: dit  SURNAME: Jeppson 	FIRSTNAME: Pamelia 
ID: tud1633  COLLEGE: dit  SURNAME: Jeppson 	FIRSTNAME: Pamelia 
ID: tud1634  COLLEGE: dit  SURNAME: Jeppson 	FIRSTNAME: Pamelia 
ID: tud1635  COLLEGE: itb  SURNAME: Judge   	FIRSTNAME: Jc 
ID: tud1636  COLLEGE: itb  SURNAME: Judge   	FIRSTNAME: Jc 
ID: tud1637  COLLEGE: itb  SURNAME: Judge   	FIRSTNAME: Jc 
ID: tud1638  COLLEGE: itb  SURNAME: Judge   	FIRSTNAME: Jc 
ID: tud1639  COLLEGE: itb  SURNAME: Judge   	FIRSTNAME: Jc 
ID: tud1640  COLLEGE: dit  SURNAME: Julien  	FIRSTNAME: Krystin 
ID: tud1641  COLLEGE: dit  SURNAME: Julien  	FIRSTNAME: Krystin 
ID: tud1642  COLLEGE: dit  SURNAME: Julien  	FIRSTNAME: Krystin 
ID: tud1643  COLLEGE: dit  SURNAME: Julien  	FIRSTNAME: Krystin 
ID: tud1644  COLLEGE: dit  SURNAME: Julien  	FIRSTNAME: Krystin 
ID: tud1645  COLLEGE: itb  SURNAME: Junious 	FIRSTNAME: Javier 
ID: tud1646  COLLEGE: itb  SURNAME: Junious 	FIRSTNAME: Javier 
ID: tud1647  COLLEGE: itb  SURNAME: Junious 	FIRSTNAME: Javier 
ID: tud1648  COLLEGE: itb  SURNAME: Junious 	FIRSTNAME: Javier 
ID: tud1649  COLLEGE: itb  SURNAME: Junious 	FIRSTNAME: Javier 
ID: tud1650  COLLEGE: itt  SURNAME: Keeler  	FIRSTNAME: Karen 
ID: tud1651  COLLEGE: itt  SURNAME: Keeler  	FIRSTNAME: Karen 
ID: tud1652  COLLEGE: itt  SURNAME: Keeler  	FIRSTNAME: Karen 
ID: tud1653  COLLEGE: itt  SURNAME: Keeler  	FIRSTNAME: Karen 
ID: tud1654  COLLEGE: itt  SURNAME: Keeler  	FIRSTNAME: Karen 
ID: tud1655  COLLEGE: dit  SURNAME: Kees    	FIRSTNAME: Edith 
ID: tud1656  COLLEGE: dit  SURNAME: Kees    	FIRSTNAME: Edith 
ID: tud1657  COLLEGE: dit  SURNAME: Kees    	FIRSTNAME: Edith 
ID: tud1658  COLLEGE: dit  SURNAME: Kees    	FIRSTNAME: Edith 
ID: tud1659  COLLEGE: dit  SURNAME: Kees    	FIRSTNAME: Edith 
ID: tud1660  COLLEGE: itb  SURNAME: Kellough 	FIRSTNAME: Karlyn 
ID: tud1661  COLLEGE: itb  SURNAME: Kellough 	FIRSTNAME: Karlyn 
ID: tud1662  COLLEGE: itb  SURNAME: Kellough 	FIRSTNAME: Karlyn 
ID: tud1663  COLLEGE: itb  SURNAME: Kellough 	FIRSTNAME: Karlyn 
ID: tud1664  COLLEGE: itb  SURNAME: Kellough 	FIRSTNAME: Karlyn 
ID: tud1665  COLLEGE: itt  SURNAME: Kingery 	FIRSTNAME: Karan 
ID: tud1666  COLLEGE: itt  SURNAME: Kingery 	FIRSTNAME: Karan 
ID: tud1667  COLLEGE: itt  SURNAME: Kingery 	FIRSTNAME: Karan 
ID: tud1668  COLLEGE: itt  SURNAME: Kingery 	FIRSTNAME: Karan 
ID: tud1669  COLLEGE: itt  SURNAME: Kingery 	FIRSTNAME: Karan 
ID: tud1670  COLLEGE: itt  SURNAME: Kippel  	FIRSTNAME: Jacob 
ID: tud1671  COLLEGE: itt  SURNAME: Kippel  	FIRSTNAME: Jacob 
ID: tud1672  COLLEGE: itt  SURNAME: Kippel  	FIRSTNAME: Jacob 
ID: tud1673  COLLEGE: itt  SURNAME: Kippel  	FIRSTNAME: Jacob 
ID: tud1674  COLLEGE: itt  SURNAME: Kippel  	FIRSTNAME: Jacob 
ID: tud1675  COLLEGE: itt  SURNAME: Kirkendall 	FIRSTNAME: Sherika 
ID: tud1676  COLLEGE: itt  SURNAME: Kirkendall 	FIRSTNAME: Sherika 
ID: tud1677  COLLEGE: itt  SURNAME: Kirkendall 	FIRSTNAME: Sherika 
ID: tud1678  COLLEGE: itt  SURNAME: Kirkendall 	FIRSTNAME: Sherika 
ID: tud1679  COLLEGE: itt  SURNAME: Kirkendall 	FIRSTNAME: Sherika 
ID: tud1680  COLLEGE: dit  SURNAME: Krieg   	FIRSTNAME: Deandrea 
ID: tud1681  COLLEGE: dit  SURNAME: Krieg   	FIRSTNAME: Deandrea 
ID: tud1682  COLLEGE: dit  SURNAME: Krieg   	FIRSTNAME: Deandrea 
ID: tud1683  COLLEGE: dit  SURNAME: Krieg   	FIRSTNAME: Deandrea 
ID: tud1684  COLLEGE: dit  SURNAME: Krieg   	FIRSTNAME: Deandrea 
ID: tud1685  COLLEGE: dit  SURNAME: Kwon    	FIRSTNAME: Delois 
ID: tud1686  COLLEGE: dit  SURNAME: Kwon    	FIRSTNAME: Delois 
ID: tud1687  COLLEGE: dit  SURNAME: Kwon    	FIRSTNAME: Delois 
ID: tud1688  COLLEGE: dit  SURNAME: Kwon    	FIRSTNAME: Delois 
ID: tud1689  COLLEGE: dit  SURNAME: Kwon    	FIRSTNAME: Delois 
ID: tud1690  COLLEGE: itb  SURNAME: Ladouceur 	FIRSTNAME: Lawrence 
ID: tud1691  COLLEGE: itb  SURNAME: Ladouceur 	FIRSTNAME: Lawrence 
ID: tud1692  COLLEGE: itb  SURNAME: Ladouceur 	FIRSTNAME: Lawrence 
ID: tud1693  COLLEGE: itb  SURNAME: Ladouceur 	FIRSTNAME: Lawrence 
ID: tud1694  COLLEGE: itb  SURNAME: Ladouceur 	FIRSTNAME: Lawrence 
ID: tud1695  COLLEGE: itb  SURNAME: Lagrone 	FIRSTNAME: Lorna 
ID: tud1696  COLLEGE: itb  SURNAME: Lagrone 	FIRSTNAME: Lorna 
ID: tud1697  COLLEGE: itb  SURNAME: Lagrone 	FIRSTNAME: Lorna 
ID: tud1698  COLLEGE: itb  SURNAME: Lagrone 	FIRSTNAME: Lorna 
ID: tud1699  COLLEGE: itb  SURNAME: Lagrone 	FIRSTNAME: Lorna 
ID: tud1700  COLLEGE: itt  SURNAME: Lamkin  	FIRSTNAME: Veola 
ID: tud1701  COLLEGE: itt  SURNAME: Lamkin  	FIRSTNAME: Veola 
ID: tud1702  COLLEGE: itt  SURNAME: Lamkin  	FIRSTNAME: Veola 
ID: tud1703  COLLEGE: itt  SURNAME: Lamkin  	FIRSTNAME: Veola 
ID: tud1704  COLLEGE: itt  SURNAME: Lamkin  	FIRSTNAME: Veola 
ID: tud1705  COLLEGE: dit  SURNAME: Lamoureux 	FIRSTNAME: Shaun 
ID: tud1706  COLLEGE: dit  SURNAME: Lamoureux 	FIRSTNAME: Shaun 
ID: tud1707  COLLEGE: dit  SURNAME: Lamoureux 	FIRSTNAME: Shaun 
ID: tud1708  COLLEGE: dit  SURNAME: Lamoureux 	FIRSTNAME: Shaun 
ID: tud1709  COLLEGE: dit  SURNAME: Lamoureux 	FIRSTNAME: Shaun 
ID: tud1710  COLLEGE: itt  SURNAME: Lattea  	FIRSTNAME: Cheryle 
ID: tud1711  COLLEGE: itt  SURNAME: Lattea  	FIRSTNAME: Cheryle 
ID: tud1712  COLLEGE: itt  SURNAME: Lattea  	FIRSTNAME: Cheryle 
ID: tud1713  COLLEGE: itt  SURNAME: Lattea  	FIRSTNAME: Cheryle 
ID: tud1714  COLLEGE: itt  SURNAME: Lattea  	FIRSTNAME: Cheryle 
ID: tud1715  COLLEGE: itt  SURNAME: Leinen  	FIRSTNAME: Genevive 
ID: tud1716  COLLEGE: itt  SURNAME: Leinen  	FIRSTNAME: Genevive 
ID: tud1717  COLLEGE: itt  SURNAME: Leinen  	FIRSTNAME: Genevive 
ID: tud1718  COLLEGE: itt  SURNAME: Leinen  	FIRSTNAME: Genevive 
ID: tud1719  COLLEGE: itt  SURNAME: Leinen  	FIRSTNAME: Genevive 
ID: tud1720  COLLEGE: itb  SURNAME: Leonard 	FIRSTNAME: Luetta 
